coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Thu Mar 22 00:33:22 +0000 2018,,,,1,976617798649729024,BergisJules,976616528694075400,1012488631,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",@BergisJules Hope you get to NYC soon!,https://twitter.com/stephestellar/status/976617798649729024,Mon Jan 11 17:46:16 +0000 2010,stephestellar,false,"Archivist, environmentalist, gin drinker, life enthusiast, nomad, redhead. May we leave it better than we found it. she/her",13855,1601,861,175,WSNC,Stephanie,stephestellar,65974,,https://stephestelle.wordpress.com/,false
,Thu Mar 22 00:28:43 +0000 2018,,,,1,976616627000238082,ZZcollier,976616043102834700,164920473,en,,,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",@ZZcollier Awesome! See you tomorrow!,https://twitter.com/edrabinski/status/976616627000238082,Thu Mar 06 17:04:36 +0000 2008,edrabinski,false,"Reader, writer. Librarian, pedestrian. I show off the books at @LIUBrooklyn and edit them @LibJuicePress. President, @liu_ff. #unionstrong",67198,8833,3119,377,Brooklyn,Emily Drabinski,edrabinski,68228,,http://www.emilydrabinski.com,false
,Thu Mar 22 00:28:44 +0000 2018,eaw18,,https://twitter.com/rhizome/status/976456922554621957?s=21,0,976616634256277504,,,,en,,false,2,976616070902509569,BergisJules,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @BergisJules: #eaw18 livestream https://t.co/S5bfONXN2S,https://twitter.com/documentnow/status/976616634256277504,Sun Aug 23 15:06:18 +0000 2015,documentnow,false,tools + community + ethics for documenting the now / banner image: Haaaaands Up! Dooooon't Shoot! by @jbouie. Tweets by @BergisJules & @edsu,1335,2060,318,74,in the network,DocumentingTheNow,documentnow,2005,,http://www.docnow.io,false
,Thu Mar 22 00:06:02 +0000 2018,eaw18,,,0,976610919416410112,,,,en,,,2,976610863191793664,BergisJules,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @BergisJules: Folks are trying really hard to make it to NYC for #eaw18. We appreciate y’all. Safe travels and it’s ok if you can’t make…,https://twitter.com/documentnow/status/976610919416410112,Sun Aug 23 15:06:18 +0000 2015,documentnow,false,tools + community + ethics for documenting the now / banner image: Haaaaands Up! Dooooon't Shoot! by @jbouie. Tweets by @BergisJules & @edsu,1335,2060,318,74,in the network,DocumentingTheNow,documentnow,2005,,http://www.docnow.io,false
,Thu Mar 22 01:13:18 +0000 2018,defensive,,,1,976627847195430912,amplify285,976626878793601000,2266165844,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@amplify285 There was a moment earlier this afternoon when it was snowing sideways though. #defensive,https://twitter.com/edrabinski/status/976627847195430912,Thu Mar 06 17:04:36 +0000 2008,edrabinski,false,"Reader, writer. Librarian, pedestrian. I show off the books at @LIUBrooklyn and edit them @LibJuicePress. President, @liu_ff. #unionstrong",67198,8833,3119,377,Brooklyn,Emily Drabinski,edrabinski,68228,,http://www.emilydrabinski.com,false
,Thu Mar 22 00:34:55 +0000 2018,eaw18,,https://livestream.com/newmuseum https://eaw.rhizome.org/,0,976618187679711232,,,,en,,false,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Conference (in NY) will consider how web archives can better serve their publics and the historical record. Session will be livestreamed (for Aust/NZ night owls!). https://t.co/pD8kjeGYWL Sounds fabulous, especially for activist librarians. #eaw18 
https://t.co/nJI57ASq86",https://twitter.com/txttimes3/status/976618187679711232,Thu Dec 02 12:33:35 +0000 2010,txttimes3,false,Masters Info Management student  Activist. Western Bulldogs member. Initiator of #librariansforrefugees,1055,303,317,9,,Caroline,txttimes3,2403,,,false
,Thu Mar 22 00:33:45 +0000 2018,eaw18,,https://twitter.com/rhizome/status/976456922554621957?s=21,0,976617893046693888,,,,en,,false,2,976616070902509569,BergisJules,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",RT @BergisJules: #eaw18 livestream https://t.co/S5bfONXN2S,https://twitter.com/stephestellar/status/976617893046693888,Mon Jan 11 17:46:16 +0000 2010,stephestellar,false,"Archivist, environmentalist, gin drinker, life enthusiast, nomad, redhead. May we leave it better than we found it. she/her",13855,1601,861,175,WSNC,Stephanie,stephestellar,65974,,https://stephestelle.wordpress.com/,false
,Thu Mar 22 00:29:07 +0000 2018,,,,3,976616727529381888,blkgrlarchivist,976583859054743600,856284648393060400,en,,,0,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","@blkgrlarchivist @luster_luster @amplify285 @safiyanoble You're amazing! Glad you're there, looking forward to seeing everyone's tweets!",https://twitter.com/stephestellar/status/976616727529381888,Mon Jan 11 17:46:16 +0000 2010,stephestellar,false,"Archivist, environmentalist, gin drinker, life enthusiast, nomad, redhead. May we leave it better than we found it. she/her",13855,1601,861,175,WSNC,Stephanie,stephestellar,65974,,https://stephestelle.wordpress.com/,false
,Thu Mar 22 00:00:35 +0000 2018,,,,0,976609546725568512,,,,en,,,19,976587661979869185,morehshin,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @morehshin: tomorrow i'm giving a talk on 'digital colonialism, the problem of 'universal' cultural heritage, and the complications of w…",https://twitter.com/documentnow/status/976609546725568512,Sun Aug 23 15:06:18 +0000 2015,documentnow,false,tools + community + ethics for documenting the now / banner image: Haaaaands Up! Dooooon't Shoot! by @jbouie. Tweets by @BergisJules & @edsu,1335,2060,318,74,in the network,DocumentingTheNow,documentnow,2005,,http://www.docnow.io,false
,Thu Mar 22 01:09:27 +0000 2018,grateful,,,2,976626878793601025,amplify285,976555479722876900,2266165844,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@edrabinski Also, your snow here is boring. #grateful ⛄️",https://twitter.com/amplify285/status/976626878793601025,Sat Dec 28 16:59:05 +0000 2013,amplify285,false,"talker. writer. professor @ Amherst C. + director & cultivator of media, digital, & tech ecologies @irLhumanities #DH #VR/#AR Endorsements complex. a she/ they",9063,2099,1673,76,"Amherst, MA",Marisa Parham,amplify285,5142,,http://mp285.com,false
,Thu Mar 22 15:15:22 +0000 2018,,,,1,976839762488291329,bookscout,976839499320873000,15213690,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@bookscout I was. They missed one of two days, but the pure joy of this one day is a real blessing for that kid and the people who love him. Grateful for bus drivers!!",https://twitter.com/edrabinski/status/976839762488291329,Thu Mar 06 17:04:36 +0000 2008,edrabinski,false,"Reader, writer. Librarian, pedestrian. I show off the books at @LIUBrooklyn and edit them @LibJuicePress. President, @liu_ff. #unionstrong",67198,8833,3119,377,Brooklyn,Emily Drabinski,edrabinski,68228,,http://www.emilydrabinski.com,false
,Thu Mar 22 12:33:59 +0000 2018,,,,0,976799149344673792,,,,en,,,77,975041617684934656,BergisJules,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @BergisJules: On March 22nd-24th, 2018 @documentnow and @rhizome/@webrecorder_io will host Ethics and Archiving the Web in NYC. I hope y…",https://twitter.com/paige_roberts/status/976799149344673792,Wed Jun 02 16:57:54 +0000 2010,paige_roberts,false,"I'm a public historian, archivist (@phillipsacademy) and aspiring poet when I'm not swimming or hiking. #altac #openGLAM #digitalhumanities",25869,4016,3000,318,"New England, USA",Paige Roberts,paige_roberts,17536,,http://www.andover.edu/archives,false
,Thu Mar 22 02:34:10 +0000 2018,,,,0,976648197752999937,,,,en,,,19,976587661979869185,morehshin,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @morehshin: tomorrow i'm giving a talk on 'digital colonialism, the problem of 'universal' cultural heritage, and the complications of w…",https://twitter.com/UPFArchaeo/status/976648197752999937,Tue Aug 11 12:12:19 +0000 2015,UPFArchaeo,false,"news, info, and events happening with UPF authors, research, and cool archaeology",1007,248,292,18,,UPFArchaeo,UPFArchaeo,1446,,http://www.upf.com,false
,Thu Mar 22 15:02:38 +0000 2018,EAW18 EAW18,,,0,976836555854745600,,,,en,,,9,976821522588463105,ablwr,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","RT @ablwr: Internet: #EAW18 will be streaming starting at 11! 💙
NYC: #EAW18 tickets can be bought for individual events too! And @safiyanob…",https://twitter.com/WebArch_RT/status/976836555854745600,Mon Feb 04 18:42:56 +0000 2013,WebArch_RT,false,"The #WebArchiving Section of @archivists_org, est. January 2013.",164,1198,108,59,,Web Archivists,WebArch_RT,1318,,http://webarchivingrt.wordpress.com/,false
,Thu Mar 22 14:14:27 +0000 2018,,,,0,976824432978202624,justin_littman,976824430482600000,481186914,en,"Philadelphia, PA",,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","This study focused on the interaction between journalists and these communities. Would be curious about the same, except for academic researchers instead of journalists.",https://twitter.com/justin_littman/status/976824432978202624,Thu Feb 02 12:19:18 +0000 2012,justin_littman,false,Software dev at Stanford @DigitalLib. Previously @gelmanlibrary & @librarycongress.,988,611,138,24,"Fairfax, VA",Justin Littman,justin_littman,2018,,,false
,Thu Mar 22 03:38:49 +0000 2018,eaw18,,,6,976664470125760513,,,,en,,,1,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","i love every potential #eaw18 attendee for their efforts getting to nyc. if you make it, ill buy you a drink or treat. if you dont, we will make it up later!",https://twitter.com/fromADMwithlove/status/976664470125760513,Tue Oct 05 16:01:02 +0000 2010,fromADMwithlove,false,"PM for Curricle @metalabharvard, Fellow @HarvardLIL, UX @documentnow. building digital spaces with/for/of the marginalized. lecturer in archival theory. she/her",6254,646,382,58,,ADM is also on Mastodon,fromADMwithlove,4884,,http://dhalab.org/alexdm/,false
,Thu Mar 22 15:16:45 +0000 2018,EAW18,,https://livestream.com/newmuseum/EAWRhizomeSession1?t=1521731766141,0,976840110527348737,,,,en,,false,2,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Watch Session 1: The National Forum on Ethics and Archiving the Web  #EAW18 https://t.co/ZEhwh5EIM6,https://twitter.com/tvc15brian/status/976840110527348737,Tue Aug 24 16:48:41 +0000 2010,tvc15brian,false,#DigitalPreservation #AVPreservation https://t.co/pZNkbal4ma i didn't come here to make friends I came here to pet cats.,8146,611,1363,35,"Oregon, USA",٩͡[๏̯͡๏]۶  @tvc15@digipres.club,tvc15brian,4561,,http://tvc15brian.github.io/PlanetOfTheAIPs,false
,Thu Mar 22 12:09:42 +0000 2018,EAW18,,,1,976793036494721026,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Looks like I won't make it to #EAW18 until tomorrow... thankful for the livestream today!,https://twitter.com/joecar25/status/976793036494721026,Mon Sep 30 03:53:44 +0000 2013,joecar25,false,"Digital Archivist @MITLibraries, #ndsr alum, historian from time to time. Opinions my own.",963,473,320,21,Massachusetts,Joe Carrano,joecar25,1636,,https://josephcarrano.wordpress.com/,false
,Thu Mar 22 13:59:08 +0000 2018,,,,1,976820577389424646,habitual_truant,976773934958956500,32652260,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@habitual_truant @newmuseum @rhizome Yes a bit. But it’s a short talk so probably most of that will happen during the panel time,https://twitter.com/morehshin/status/976820577389424646,Tue Oct 23 19:49:30 +0000 2007,morehshin,false,"artist/activist [currently working on digital colonialism, Jinn, and re-figuring]",11343,3556,1175,95,Oriented,🧞‍♀️موره شین,morehshin,7949,,http://www.morehshin.com/,true
,Thu Mar 22 15:02:59 +0000 2018,EAW18 ethics webarchiving,,https://livestream.com/newmuseum,15,976836644543369217,,,,en,,false,3,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",Thank you #EAW18 organizers for livestreaming #ethics &amp; #webarchiving sessions for those of us who can't be there! https://t.co/DW8YNfIlGb,https://twitter.com/ng_yvonne/status/976836644543369217,Mon Jun 22 15:01:56 +0000 2009,ng_yvonne,false,Senior Archivist at WITNESS,2207,1349,826,64,NYC / Prague,Yvonne Ng,ng_yvonne,2804,,https://witness.org/,false
,Thu Mar 22 15:11:09 +0000 2018,eaw18,,,0,976838698372354050,,,,en,,,3,976838339683934214,LozanaRossenova,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @LozanaRossenova: Despite some weather disruptions #eaw18 is kicking off today! So excited for all the panels &amp; discussions over the nex…,https://twitter.com/poeticdoxa/status/976838698372354050,Sat Feb 21 21:56:12 +0000 2009,poeticdoxa,false,Toward an Imperfect Archives | Movement+Media | advocate for Marxist Afrosurrealist feminisms & freedom dreams | UCLA MLIS | Co-Chair AMIA IndieMedia | he/him,8304,679,1408,32,Omniverse,robin margolis,poeticdoxa,6295,,http://poeticdoxa.tumblr.com,false
,Thu Mar 22 11:46:45 +0000 2018,,,,0,976787262041133056,,,,en,,,19,976587661979869185,morehshin,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @morehshin: tomorrow i'm giving a talk on 'digital colonialism, the problem of 'universal' cultural heritage, and the complications of w…",https://twitter.com/artandfeminism/status/976787262041133056,Tue Feb 09 16:58:43 +0000 2016,artandfeminism,false,"Art+Feminism is a DIY campaign to improve coverage of feminism, gender & the arts on Wikipedia. #artandfeminism #noweditingAF",6827,9509,1786,89,Worldwide,Art+Feminism,artandfeminism,3155,,http://artandfeminism.org,false
,Thu Mar 22 15:24:07 +0000 2018,EAW18,,,0,976841965013798912,,,,en,,,5,976839800681529344,squaredsong,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @squaredsong: We're kicking things off at #EAW18, for all of those participants still on their way, and those at home, the livestream is…",https://twitter.com/rhizome/status/976841965013798912,Fri Apr 20 01:27:55 +0000 2007,rhizome,false,"Commissioning, presenting, and preserving born-digital art. Online since 1996 at https://t.co/qoyoeju32A",3884,58424,1189,2284,The New Museum | 235 Bowery,Rhizome,rhizome,8354,,http://eepurl.com/cQfZc,false
,Thu Mar 22 07:08:01 +0000 2018,EAW18,,,0,976717116035555329,,,,en,,,18,976281030536523776,BergisJules,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @BergisJules: Really appreciate all those who are able to rebook travel in order to be able to join us for #EAW18 in NYC. For those who…,https://twitter.com/toniasutherland/status/976717116035555329,Wed Nov 05 17:51:17 +0000 2014,toniasutherland,false,"scholar. thinker. teacher. writer. lover. chirps about archives, digital cultures. island girl. she/hers.",12805,612,450,15,"Honolulu, HI",Tonia Sutherland,toniasutherland,2748,,http://toniasutherland.com,false
,Thu Mar 22 15:10:34 +0000 2018,eaw18,,,0,976838554151251968,,,,en,,,3,976838339683934214,LozanaRossenova,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @LozanaRossenova: Despite some weather disruptions #eaw18 is kicking off today! So excited for all the panels &amp; discussions over the nex…,https://twitter.com/morehshin/status/976838554151251968,Tue Oct 23 19:49:30 +0000 2007,morehshin,false,"artist/activist [currently working on digital colonialism, Jinn, and re-figuring]",11343,3556,1175,95,Oriented,🧞‍♀️موره شین,morehshin,7949,,http://www.morehshin.com/,true
,Thu Mar 22 08:39:10 +0000 2018,phdlife,,,0,976740052243046400,,,,en,,,1,976738953847083008,jmddrake,"<a href=""http://placeholder.place"" rel=""nofollow"">Academic Chatter</a>",RT @jmddrake: After the longest day of my #phdlife thus far--ranging from nearly fainting before prosem to a dope organizing meeting and no…,https://twitter.com/AcademicChatter/status/976740052243046400,Fri Jul 14 20:06:13 +0000 2017,AcademicChatter,false,"Promoting PhD/ECR chat. Follow for #acwri tips, #phdadvice, and the latest discussion from Twitter's academic community. #phdchat #ecrchat.",80277,8386,23,70,,Academic Chatter,AcademicChatter,109746,,,false
,Thu Mar 22 15:22:37 +0000 2018,eaw18,,,1,976841583676067840,,,,en,,,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",#eaw18 blown away/energized by talk @amplify285 presented at Digital Blackness last year. Excited to be gifted another presentation,https://twitter.com/poeticdoxa/status/976841583676067840,Sat Feb 21 21:56:12 +0000 2009,poeticdoxa,false,Toward an Imperfect Archives | Movement+Media | advocate for Marxist Afrosurrealist feminisms & freedom dreams | UCLA MLIS | Co-Chair AMIA IndieMedia | he/him,8304,679,1408,32,Omniverse,robin margolis,poeticdoxa,6295,,http://poeticdoxa.tumblr.com,false
,Thu Mar 22 15:09:43 +0000 2018,eaw18,,https://twitter.com/rhizome/status/976808008415096833,11,976838339683934214,,,,en,,false,3,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Despite some weather disruptions #eaw18 is kicking off today! So excited for all the panels &amp; discussions over the next few days. Looking forward to being on a panel later today with some amazing speakers @jessogden @morehshin et al. https://t.co/XtgvgSC8fN,https://twitter.com/LozanaRossenova/status/976838339683934214,Tue Jan 24 17:02:57 +0000 2012,LozanaRossenova,false,Designer & PhD researcher in digital interfaces/online archives/ networked culture @ LSBU https://t.co/1MrlpCc9gz in collab with @Rhizome,2501,575,548,47,London,Lozana Rossenova,LozanaRossenova,1126,,http://lozanarossenova.com,false
,Thu Mar 22 15:13:00 +0000 2018,,,,0,976839165915656194,poeticdoxa,976838914001526800,21520623,en,,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",@poeticdoxa Yay! Are you in the audience? I can only see the first row on screen :-),https://twitter.com/ng_yvonne/status/976839165915656194,Mon Jun 22 15:01:56 +0000 2009,ng_yvonne,false,Senior Archivist at WITNESS,2207,1349,826,64,NYC / Prague,Yvonne Ng,ng_yvonne,2804,,https://witness.org/,false
,Thu Mar 22 06:57:07 +0000 2018,,,,0,976714371345911809,rhizome,976599716208283600,5281191,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@rhizome @archivist23 @morehshin @newmuseum When will it be available?,https://twitter.com/fi_lor/status/976714371345911809,Tue Jan 22 18:47:11 +0000 2013,fi_lor,false,"@paris_edu teacher, independent curator and Membership Sales Assistant at the @V_and_A • Former Gallery Assistant 💪
Opinions are my own",29314,1817,718,115,"London, England",Filippo Lorenzin,fi_lor,15341,,,false
,Thu Mar 22 08:23:39 +0000 2018,,,,0,976736148373598209,,,,en,,,19,976587661979869185,morehshin,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @morehshin: tomorrow i'm giving a talk on 'digital colonialism, the problem of 'universal' cultural heritage, and the complications of w…",https://twitter.com/ndngenuity/status/976736148373598209,Tue Dec 20 18:18:58 +0000 2011,ndngenuity,false,"American Indian advisor promoting indigenous ideas, perspectives, solutions, & Indigenous Cultural Landscapes. Available for lectures & small contracts.",20795,1563,196,196,Chesapeake Bay watershed,ndngenuity,ndngenuity,125785,,,false
,Thu Mar 22 15:13:22 +0000 2018,,,,2,976839255946420225,poeticdoxa,976838914001526800,21520623,en,,,0,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",@poeticdoxa @ng_yvonne are you here?? I will politely not turn around and stare at the sea of people,https://twitter.com/ablwr/status/976839255946420225,Wed Feb 25 04:18:34 +0000 2009,ablwr,false,"Technologist, enthusiast. 👩‍💻 AV Preservation Specialist @archivematica. I like video & open source. See also: @MediaConch, #qctools, @recursecenter, @nttwconf",13132,6047,516,106,eXistenZ,➺ Ashley Blewer! ❥ (@ashley@digipres.club),ablwr,20577,,https://ashleyblewer.com,false
,Thu Mar 22 15:12:15 +0000 2018,EAW18,,https://livestream.com/newmuseum,0,976838975552999426,,,,en,,false,1,976838759906988044,WebArch_RT,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",RT @WebArch_RT: Checking in from #EAW18! Follow along via the livestream: https://t.co/L5GaCqh4vO.,https://twitter.com/euanc/status/976838975552999426,Tue Mar 11 10:51:09 +0000 2008,euanc,false,"Long-Term Digital Preservation. Sustaining software, sustaining applications, sustaining access to assets & heritage. 
Consulting quotes available (DM interest)",6602,1972,1773,109,"From NZ, now in CT, USA",Euan Cochrane,euanc,16143,,,false
